word/0/lemma/analysis/0/_morph,word/0/lemma/_id,word/0/lemma/_entry,word/0/lemma/_POS,word/0/lemma/_disambiguated,word/0/lemma/_TreeTagger,word/0/_form,word/0/_id,word/1/lemma/analysis/0/_morph,word/1/lemma/_id,word/1/lemma/_entry,word/1/lemma/_POS,word/1/lemma/_TreeTagger,word/1/lemma/_disambiguated,word/1/_form,word/1/_id,word/2/lemma/analysis/0/_morph,word/2/lemma/_id,word/2/lemma/_entry,word/2/lemma/_POS,word/2/lemma/_TreeTagger,word/2/lemma/_disambiguated,word/2/_form,word/2/_id,word/3/lemma/analysis/0/_morph,word/3/lemma/_id,word/3/lemma/_entry,word/3/lemma/_POS,word/3/lemma/_disambiguated,word/3/lemma/_TreeTagger,word/3/_form,word/3/_id,word/4/lemma/analysis/0/_morph,word/4/lemma/_id,word/4/lemma/_entry,word/4/lemma/_POS,word/4/lemma/_TreeTagger,word/4/lemma/_disambiguated,word/4/_form,word/4/_id,word/5/lemma/analysis/0/_morph,word/5/lemma/_id,word/5/lemma/_entry,word/5/lemma/_POS,word/5/lemma/_disambiguated,word/5/lemma/_TreeTagger,word/5/_form,word/5/_id,word/6/lemma/analysis/0/_morph,word/6/lemma/_id,word/6/lemma/_entry,word/6/lemma/_POS,word/6/lemma/_TreeTagger,word/6/lemma/_disambiguated,word/6/_form,word/6/_id,word/7/lemma/_id,word/7/lemma/_TreeTagger,word/7/lemma/_disambiguated,word/7/_form,word/7/_id,word/8/lemma/analysis/0/_morph,word/8/lemma/analysis/1/_morph,word/8/lemma/_id,word/8/lemma/_entry,word/8/lemma/_POS,word/8/lemma/_TreeTagger,word/8/lemma/_disambiguated,word/8/_form,word/8/_id,punct/0/_mark,_id,_location,word/0/lemma/analysis/1/_morph,word/3/lemma/analysis/1/_morph,word/7/lemma/analysis/0/_morph,word/7/lemma/analysis/1/_morph,word/7/lemma/_entry,word/7/lemma/_POS,word/9/lemma/analysis/0/_morph,word/9/lemma/analysis/1/_morph,word/9/lemma/analysis/2/_morph,word/9/lemma/_id,word/9/lemma/_entry,word/9/lemma/_POS,word/9/lemma/_TreeTagger,word/9/lemma/_disambiguated,word/9/_form,word/9/_id,word/10/lemma/analysis/0/_morph,word/10/lemma/_id,word/10/lemma/_entry,word/10/lemma/_POS,word/10/lemma/_TreeTagger,word/10/lemma/_disambiguated,word/10/_form,word/10/_id,punct/1/_mark,punct/2/_mark,word/3/lemma/analysis/2/_morph,word/3/lemma/analysis/3/_morph,word/3/lemma/analysis/4/_morph,word/5/lemma/analysis/1/_morph,word/5/lemma/analysis/2/_morph,word/1/lemma/analysis/1/_morph,word/1/lemma/analysis/2/_morph,word/1/lemma/analysis/3/_morph,word/2/lemma/analysis/1/_morph,word/2/lemma/analysis/2/_morph,word/11/lemma/analysis/0/_morph,word/11/lemma/analysis/1/_morph,word/11/lemma/_id,word/11/lemma/_entry,word/11/lemma/_POS,word/11/lemma/_TreeTagger,word/11/lemma/_disambiguated,word/11/_form,word/11/_id,word/4/lemma/analysis/1/_morph,word/12/lemma/analysis/0/_morph,word/12/lemma/_id,word/12/lemma/_entry,word/12/lemma/_POS,word/12/lemma/_TreeTagger,word/12/lemma/_disambiguated,word/12/_form,word/12/_id,word/13/lemma/analysis/0/_morph,word/13/lemma/analysis/1/_morph,word/13/lemma/analysis/2/_morph,word/13/lemma/_id,word/13/lemma/_entry,word/13/lemma/_POS,word/13/lemma/_disambiguated,word/13/lemma/_TreeTagger,word/13/_form,word/13/_id,word/14/lemma/analysis/0/_morph,word/14/lemma/_id,word/14/lemma/_entry,word/14/lemma/_POS,word/14/lemma/_TreeTagger,word/14/lemma/_disambiguated,word/14/_form,word/14/_id,word/15/lemma/_id,word/15/lemma/_TreeTagger,word/15/lemma/_disambiguated,word/15/_form,word/15/_id,word/16/lemma/analysis/0/_morph,word/16/lemma/_id,word/16/lemma/_entry,word/16/lemma/_POS,word/16/lemma/_TreeTagger,word/16/lemma/_disambiguated,word/16/_form,word/16/_id,word/17/lemma/analysis/0/_morph,word/17/lemma/_id,word/17/lemma/_entry,word/17/lemma/_POS,word/17/lemma/_TreeTagger,word/17/lemma/_disambiguated,word/17/_form,word/17/_id,word/18/lemma/analysis/0/_morph,word/18/lemma/_id,word/18/lemma/_entry,word/18/lemma/_POS,word/18/lemma/_TreeTagger,word/18/lemma/_disambiguated,word/18/_form,word/18/_id,word/19/lemma/analysis/0/_morph,word/19/lemma/_id,word/19/lemma/_entry,word/19/lemma/_POS,word/19/lemma/_TreeTagger,word/19/lemma/_disambiguated,word/19/_form,word/19/_id,word/10/lemma/analysis/1/_morph,word/12/lemma/analysis/1/_morph,word/15/lemma/analysis/0/_morph,word/15/lemma/_entry,word/15/lemma/_POS,word/6/lemma/analysis/1/_morph,word/7/lemma/analysis/2/_morph,word/5/lemma/analysis/3/_morph,word/6/lemma/analysis/2/_morph,word/20/lemma/analysis/0/_morph,word/20/lemma/analysis/1/_morph,word/20/lemma/analysis/2/_morph,word/20/lemma/_id,word/20/lemma/_entry,word/20/lemma/_POS,word/20/lemma/_disambiguated,word/20/lemma/_TreeTagger,word/20/_form,word/20/_id,word/21/lemma/analysis/0/_morph,word/21/lemma/_id,word/21/lemma/_entry,word/21/lemma/_POS,word/21/lemma/_TreeTagger,word/21/lemma/_disambiguated,word/21/_form,word/21/_id,word/22/lemma/analysis/0/_morph,word/22/lemma/_id,word/22/lemma/_entry,word/22/lemma/_POS,word/22/lemma/_TreeTagger,word/22/lemma/_disambiguated,word/22/_form,word/22/_id,word/23/lemma/analysis/0/_morph,word/23/lemma/_id,word/23/lemma/_entry,word/23/lemma/_POS,word/23/lemma/_disambiguated,word/23/lemma/_TreeTagger,word/23/_form,word/23/_id,word/24/lemma/analysis/0/_morph,word/24/lemma/_id,word/24/lemma/_entry,word/24/lemma/_POS,word/24/lemma/_TreeTagger,word/24/lemma/_disambiguated,word/24/_form,word/24/_id,word/25/lemma/analysis/0/_morph,word/25/lemma/analysis/1/_morph,word/25/lemma/analysis/2/_morph,word/25/lemma/_id,word/25/lemma/_entry,word/25/lemma/_POS,word/25/lemma/_disambiguated,word/25/lemma/_TreeTagger,word/25/_form,word/25/_id,punct/3/_mark,word/4/lemma/analysis/2/_morph,word/19/lemma/analysis/1/_morph,word/4/lemma/analysis/3/_morph,word/26/lemma/analysis/0/_morph,word/26/lemma/_id,word/26/lemma/_entry,word/26/lemma/_POS,word/26/lemma/_TreeTagger,word/26/lemma/_disambiguated,word/26/_form,word/26/_id,word/27/lemma/analysis/0/_morph,word/27/lemma/_id,word/27/lemma/_entry,word/27/lemma/_POS,word/27/lemma/_TreeTagger,word/27/lemma/_disambiguated,word/27/_form,word/27/_id,word/28/lemma/analysis/0/_morph,word/28/lemma/analysis/1/_morph,word/28/lemma/analysis/2/_morph,word/28/lemma/analysis/3/_morph,word/28/lemma/_id,word/28/lemma/_entry,word/28/lemma/_POS,word/28/lemma/_disambiguated,word/28/lemma/_TreeTagger,word/28/_form,word/28/_id,word/29/lemma/analysis/0/_morph,word/29/lemma/analysis/1/_morph,word/29/lemma/analysis/2/_morph,word/29/lemma/_id,word/29/lemma/_entry,word/29/lemma/_POS,word/29/lemma/_TreeTagger,word/29/lemma/_disambiguated,word/29/_form,word/29/_id,word/30/lemma/analysis/0/_morph,word/30/lemma/_id,word/30/lemma/_entry,word/30/lemma/_POS,word/30/lemma/_TreeTagger,word/30/lemma/_disambiguated,word/30/_form,word/30/_id,word/31/lemma/analysis/0/_morph,word/31/lemma/_id,word/31/lemma/_entry,word/31/lemma/_POS,word/31/lemma/_TreeTagger,word/31/lemma/_disambiguated,word/31/_form,word/31/_id,word/32/lemma/analysis/0/_morph,word/32/lemma/_id,word/32/lemma/_entry,word/32/lemma/_POS,word/32/lemma/_TreeTagger,word/32/lemma/_disambiguated,word/32/_form,word/32/_id,word/18/lemma/analysis/1/_morph,word/18/lemma/analysis/2/_morph,word/19/lemma/analysis/2/_morph,word/0/lemma/analysis/2/_morph,word/0/lemma/analysis/3/_morph,word/4/lemma/analysis/4/_morph,word/4/lemma/analysis/5/_morph,punct/4/_mark,word/12/lemma/analysis/2/_morph,word/12/lemma/analysis/3/_morph,word/14/lemma/analysis/1/_morph,word/26/lemma/analysis/1/_morph,word/33/lemma/analysis/0/_morph,word/33/lemma/_id,word/33/lemma/_entry,word/33/lemma/_POS,word/33/lemma/_TreeTagger,word/33/lemma/_disambiguated,word/33/_form,word/33/_id,word/34/lemma/analysis/0/_morph,word/34/lemma/_id,word/34/lemma/_entry,word/34/lemma/_POS,word/34/lemma/_TreeTagger,word/34/lemma/_disambiguated,word/34/_form,word/34/_id,word/35/lemma/analysis/0/_morph,word/35/lemma/_id,word/35/lemma/_entry,word/35/lemma/_POS,word/35/lemma/_TreeTagger,word/35/lemma/_disambiguated,word/35/_form,word/35/_id,word/36/lemma/analysis/0/_morph,word/36/lemma/_id,word/36/lemma/_entry,word/36/lemma/_POS,word/36/lemma/_disambiguated,word/36/lemma/_TreeTagger,word/36/_form,word/36/_id,word/37/lemma/analysis/0/_morph,word/37/lemma/_id,word/37/lemma/_entry,word/37/lemma/_POS,word/37/lemma/_TreeTagger,word/37/lemma/_disambiguated,word/37/_form,word/37/_id,word/38/lemma/analysis/0/_morph,word/38/lemma/analysis/1/_morph,word/38/lemma/_id,word/38/lemma/_entry,word/38/lemma/_POS,word/38/lemma/_disambiguated,word/38/lemma/_TreeTagger,word/38/_form,word/38/_id,word/39/lemma/analysis/0/_morph,word/39/lemma/_id,word/39/lemma/_entry,word/39/lemma/_POS,word/39/lemma/_TreeTagger,word/39/lemma/_disambiguated,word/39/_form,word/39/_id,word/40/lemma/analysis/0/_morph,word/40/lemma/_id,word/40/lemma/_entry,word/40/lemma/_POS,word/40/lemma/_TreeTagger,word/40/lemma/_disambiguated,word/40/_form,word/40/_id,word/41/lemma/analysis/0/_morph,word/41/lemma/_id,word/41/lemma/_entry,word/41/lemma/_POS,word/41/lemma/_TreeTagger,word/41/lemma/_disambiguated,word/41/_form,word/41/_id,punct/5/_mark,word/9/lemma/analysis/3/_morph,word/9/lemma/analysis/4/_morph,word/20/lemma/analysis/3/_morph,word/16/lemma/analysis/1/_morph,word/16/lemma/analysis/2/_morph,word/16/lemma/analysis/3/_morph,word/6/lemma/analysis/3/_morph,word/8/lemma/analysis/2/_morph,word/18/lemma/analysis/3/_morph,word/22/lemma/analysis/1/_morph,word/2/lemma/analysis/3/_morph,word/32/lemma/analysis/1/_morph,word/10/lemma/analysis/2/_morph,word/10/lemma/analysis/3/_morph,word/15/lemma/analysis/1/_morph,word/15/lemma/analysis/2/_morph,word/15/lemma/analysis/3/_morph,word/36/lemma/analysis/1/_morph,word/36/lemma/analysis/2/_morph,word/36/lemma/analysis/3/_morph,word/40/lemma/analysis/1/_morph,word/40/lemma/analysis/2/_morph,word/41/lemma/analysis/1/_morph,word/42/lemma/analysis/0/_morph,word/42/lemma/_id,word/42/lemma/_entry,word/42/lemma/_POS,word/42/lemma/_TreeTagger,word/42/lemma/_disambiguated,word/42/_form,word/42/_id,word/43/lemma/analysis/0/_morph,word/43/lemma/_id,word/43/lemma/_entry,word/43/lemma/_POS,word/43/lemma/_TreeTagger,word/43/lemma/_disambiguated,word/43/_form,word/43/_id,word/44/lemma/analysis/0/_morph,word/44/lemma/_id,word/44/lemma/_entry,word/44/lemma/_POS,word/44/lemma/_TreeTagger,word/44/lemma/_disambiguated,word/44/_form,word/44/_id,word/45/lemma/analysis/0/_morph,word/45/lemma/_id,word/45/lemma/_entry,word/45/lemma/_POS,word/45/lemma/_TreeTagger,word/45/lemma/_disambiguated,word/45/_form,word/45/_id,word/46/lemma/analysis/0/_morph,word/46/lemma/_id,word/46/lemma/_entry,word/46/lemma/_POS,word/46/lemma/_TreeTagger,word/46/lemma/_disambiguated,word/46/_form,word/46/_id,word/47/lemma/analysis/0/_morph,word/47/lemma/analysis/1/_morph,word/47/lemma/_id,word/47/lemma/_entry,word/47/lemma/_POS,word/47/lemma/_TreeTagger,word/47/lemma/_disambiguated,word/47/_form,word/47/_id,word/48/lemma/analysis/0/_morph,word/48/lemma/_id,word/48/lemma/_entry,word/48/lemma/_POS,word/48/lemma/_TreeTagger,word/48/lemma/_disambiguated,word/48/_form,word/48/_id,word/30/lemma/analysis/1/_morph,word/34/lemma/analysis/1/_morph,word/34/lemma/analysis/2/_morph,word/34/lemma/analysis/3/_morph,word/37/lemma/analysis/1/_morph,punct/6/_mark,punct/7/_mark,word/24/lemma/analysis/1/_morph,word/11/lemma/analysis/2/_morph,word/2/lemma/analysis/4/_morph,word/2/lemma/analysis/5/_morph,word/8/lemma/analysis/3/_morph,word/3/lemma/analysis/5/_morph,word/7/lemma/analysis/3/_morph,word/7/lemma/analysis/4/_morph,word/7/lemma/analysis/5/_morph,word/30/lemma/analysis/2/_morph,word/30/lemma/analysis/3/_morph,word/30/lemma/analysis/4/_morph,word/30/lemma/analysis/5/_morph,word/42/lemma/analysis/1/_morph,word/11/lemma/analysis/3/_morph,word/17/lemma/analysis/1/_morph,word/39/lemma/analysis/1/_morph,punct/8/_mark,punct/9/_mark,word/17/lemma/analysis/2/_morph,word/14/lemma/analysis/2/_morph,word/14/lemma/analysis/3/_morph,word/21/lemma/analysis/1/_morph,word/21/lemma/analysis/2/_morph,punct/10/_mark,punct/11/_mark,word/17/lemma/analysis/3/_morph,word/17/lemma/analysis/4/_morph,word/19/lemma/analysis/3/_morph,word/27/lemma/analysis/1/_morph,word/21/lemma/analysis/3/_morph,word/23/lemma/analysis/1/_morph,word/31/lemma/analysis/1/_morph,word/24/lemma/analysis/2/_morph,word/24/lemma/analysis/3/_morph,word/15/lemma/analysis/4/_morph,word/15/lemma/analysis/5/_morph,word/32/lemma/analysis/2/_morph,word/33/lemma/analysis/1/_morph,word/42/lemma/analysis/2/_morph,word/42/lemma/analysis/3/_morph,word/44/lemma/analysis/1/_morph,word/44/lemma/analysis/2/_morph,word/44/lemma/analysis/3/_morph,word/11/lemma/analysis/4/_morph,word/22/lemma/analysis/2/_morph,word/27/lemma/analysis/2/_morph,word/27/lemma/analysis/3/_morph,word/1/lemma/analysis/4/_morph,word/10/lemma/analysis/4/_morph,word/10/lemma/analysis/5/_morph,word/9/lemma/analysis/5/_morph,word/33/lemma/analysis/2/_morph,word/33/lemma/analysis/3/_morph,word/23/lemma/analysis/2/_morph,word/23/lemma/analysis/3/_morph,word/5/lemma/analysis/4/_morph,word/19/lemma/analysis/4/_morph,word/0/lemma/analysis/4/_morph,word/14/lemma/analysis/4/_morph,word/14/lemma/analysis/5/_morph,word/14/lemma/analysis/6/_morph,word/22/lemma/analysis/3/_morph,word/22/lemma/analysis/4/_morph,word/22/lemma/analysis/5/_morph,word/13/lemma/analysis/3/_morph,word/35/lemma/analysis/1/_morph,word/35/lemma/analysis/2/_morph,word/35/lemma/analysis/3/_morph,word/37/lemma/analysis/2/_morph,word/11/lemma/analysis/5/_morph,word/11/lemma/analysis/6/_morph,word/11/lemma/analysis/7/_morph,word/11/lemma/analysis/8/_morph,word/11/lemma/analysis/9/_morph
proclitic indeclform (prep),34700,ἐν,preposition,0.5,true,e)n,1,fem dat pl (epic ionic),71882,ὁ,article,false,n/a,th=|si,2,fem dat pl (epic ionic),114741,χρόνιος,adjective,false,n/a,xroni/h|si,3,fem dat pl (epic ionic aeolic),71065,νόσος,noun,0.5,true,nou/soisi,4,fem nom/voc sg,71882,ὁ,article,false,n/a,h(,5,fem nom/voc sg (attic epic ionic),nlsj16183,ἀμβολή,noun,0.5,true,a)mbolh\,6,fem gen sg (attic epic ionic),71882,ὁ,article,false,n/a,th=s,7,unknown,false,n/a,i)htrei/hs,8,masc acc sg,neut nom/voc/acc sg,52332,κακός,adjective,false,n/a,kako/n,9,.,1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indeclform (prep),108092,ὑπό,preposition,n/a,false,u(p',1,,unknown,,,false,n/a,a)mblaki/hs,2,indeclform (particle),21618,γάρ,particle,false,n/a,ga\r,3,pres ind mp 2nd sg,72745,ὀκέλλω,verb,n/a,false,o)ke/llei,4,proclitic indeclform (prep),31235,εἰς,preposition,false,n/a,e)s,5,neut nom/voc/acc pl,8613,ἀνήκεστος,adjective,n/a,false,a)nh/kesta,6,neut nom/voc/acc pl (epic ionic),76530,πάθος,adjective,false,n/a,pa/qea,7,,,,,,,,,,,,,,,.,2,1.1,epic (poetic indeclform prep),pres ind act 3rd sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fem voc sg,112720,φύσις,noun,1.0,true,fu/si,1,indeclform (particle),21618,γάρ,particle,false,n/a,ga\r,2,attic (indeclform adverb),116054,ὡδί,adverb,false,n/a,w(di\,3,pres ind mp 2nd sg,51369,ἴσχω,verb,n/a,false,i)/sxei,4,proclitic indeclform (conj),116401,ὡς,conjunction,false,n/a,w(s,5,indeclform (conj),67283,μή,conjunction,n/a,false,mh\,6,,unknown,,,false,n/a,*rhi+di/ws,7,14236,false,n/a,a)pofoith=sai,8,contr indeclform (conj),,29859,ἐάν,conjunction,true,1.0,h)\n,9,",",3,1.1,fem dat sg (epic doric ionic aeolic),pres ind act 3rd sg,aor inf act (attic ionic),aor inf act,ἀποφοιτάω,verb,pres subj mp 2nd sg,pres ind mp 2nd sg,pres subj act 3rd sg,31306,εἰσβάλλω,verb,false,n/a,e)sba/llh|,10,indeclform (adverb),11433,ἅπαξ,adverb,false,n/a,a(/pac,11,",",.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
contr indeclform (conj),29859,ἐάν,conjunction,1.0,true,h)\n,1,indeclform (particle),23596,δέ,particle,false,n/a,de\,2,indeclform (conj),51951,καί,conjunction,false,n/a,kai\,3,aor subj mid 2nd sg,31852,ἐκδηθύνω,verb,n/a,false,e)kdhqu/nh|,4,masc dat sg,114753,χρόνος,noun,false,n/a,xro/nw|,5,neut nom/voc/acc pl,53496,καρτερός,adjective,n/a,false,kartera\,6,fut ind mid 3rd sg,31130,εἰμί,verb,false,n/a,e)/stai,7,51951,false,n/a,kai\,8,pres inf act (attic epic),,99403,συναποθνήσκω,verb,false,n/a,cunapoqnh/skein,9,",",4,1.1,,aor subj act 3rd sg,indeclform (conj),,καί,conjunction,pres ind mp 3rd sg,,,22209,γίγνομαι,verb,false,n/a,gi/gnetai/,10,ionic (enclitic indeclform particle),nlsj67563,ποτέ,particle,false,n/a,kote,11,:,,pres subj mp 2nd sg,pres ind mp 2nd sg,pres subj act 3rd sg,fem nom/voc/acc dual,fem nom/voc sg (attic doric aeolic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indeclform (conj),51951,καί,conjunction,n/a,false,kai\,1,neut acc pl,71882,ὁ,article,true,1.0,ta\,2,neut nom/voc/acc pl,67762,μικρός,adjective,true,0.5,smikra\,3,gen comp pl (ionic),65552,μέγας,adverb,n/a,false,mezo/nwn,4,pres ind mp 3rd sg (epic ionic),84234,ποιέω,verb,false,n/a,poie/etai,5,fem acc pl (epic doric ionic aeolic),24687,διάδεξις,noun,n/a,false,diade/cias,6,,,,,,,,,,,,,,,,,,,,,,,:,5,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neut nom/voc/acc pl,fem acc dual,fem nom/voc/acc dual,fem nom/voc/acc dual,fem nom/voc sg (attic doric aeolic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proclitic indeclform (prep),34700,ἐν,preposition,0.33,false,kh)\n,1,neut nom/voc/acc sg,71882,ὁ,article,false,n/a,to\,2,indeclform (adverb),89405,πρόσθεν,adverb,false,n/a,pro/sqen,3,proclitic indeclform (prep),31235,εἰς,preposition,n/a,false,e)s,4,masc acc sg,57457,κίνδυνος,noun,false,n/a,ki/ndunon,5,masc/fem voc sg,16207,ἀσινής,adverb,n/a,false,a)sine\s,6,pres subj act 3rd sg,31130,εἰμί,verb,false,n/a,h)=|,7,71882,false,n/a,o(,8,masc nom sg,,104221,τόκος,noun,false,n/a,to/kos,9,",",6,1.1,,,masc nom sg,,ὁ,article,fem gen pl,masc/neut gen pl,,72010,ὅδε,pronoun,false,n/a,tw=nde,10,pres ind mp 3rd sg,22209,γίγνομαι,verb,false,n/a,gi/gnetai,11,.,,,,,neut nom/voc/acc sg,,,,,,,masc nom sg,masc/fem nom sg,72927,ὀλέθριος,adjective,false,n/a,o)le/qrios,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
